10.88	31.74	1.4	0.07	13.94	1.12	54.78	72.68	3.7	10.27	6.74	1.07
10.06	27.56	1.36	0.13	15.09	0.65	44.19	123.98	4.67	11.53	6.36	1.15
17.68	39.16	2.01	0.1	20.51	2.33	77.9	115.18	3.6	4.94	5.73	0.97
16.65	45.04	2.36	0.15	20.48	1.19	57.61	115.18	4.25	13.31	8.91	1.18
11.36	35.53	1.66	0.1	18.84	1.35	71.45	164.2	3.7	3.6	3.87	1.07
12.43	40.65	1.87	0.17	22.26	0.69	63	164.2	4.57	4.01	10.12	1.15
10.05	28.52	1.68	0.18	18.58	0.92	99.06	326.84	4.94	5.66	9.93	1.27
9.64	16.87	1.13	0.08	20.32	0.09	62.88	129.06	3.7	4.42	9.68	1.11
12.41	24.77	1.55	0.14	19.8	0.65	63.55	129.06	4.56	3.2	12.72	1.26
12.43	19.29	1.13	0.07	18.15	0.27	79.53	131.78	3.6	3.21	10.15	1.24
11.13	22.42	1.21	0.13	18.57	0.69	69.51	131.78	4.54	2.34	11.42	1.31
9.85	20.44	1.27	0.08	20.34	1.14	66.43	132.26	3.6	20.73	7.9	1.22
11.14	20.48	1.39	0.15	23.53	0.57	73.37	132.26	4.47	5.85	11.34	1.24
13.28	20.42	1.27	0.1	18.8	5.43	82.41	137.34	3.7	2.69	9.92	1.3
11.24	22.02	1.2	0.13	20.2	0.59	67.44	137.34	4.66	2.26	12.62	1.22
12.25	25.89	1.68	0.11	25.32	1.14	111.68	161.37	3.7	13.33	10.6	1.2
10.79	21.84	1.6	0.15	22.57	0.65	87.69	161.37	4.68	4.59	15.43	1.29
10.64	32.46	1.73	0.1	18.74	0.45	98.38	193.65	3.7	7.38	4.82	1.03
11.34	33.62	1.69	0.23	18.98	0.91	98.66	193.65	4.91	5.05	11.49	1.18
13.09	38.24	1.73	0.1	18.8	1.75	76	156	3.6	4.62	5.98	1.12
13.91	33.88	1.92	0.23	18.92	0.9	72.9	156	4.57	5.56	13.04	1.09
9.76	34.8	1.88	0.07	19.39	0.79	88.94	167.66	3.9	4.52	4.56	1.23
10.81	31.83	1.84	0.15	18.7	0.74	62.68	167.66	4.67	2.29	9.6	1.23
15.78	45.16	2.25	0.16	17.68	1.25	73.88	82.35	3.7	4.53	4.09	1.01
13.56	41.1	1.93	0.16	15.45	0.76	46.6	82.35	4.37	3.26	8.33	1.15
9.54	32.98	1.64	0.08	17.09	0.2	111.62	131.09	3.8	3.46	5.06	1.11
10.53	33.42	1.76	0.22	22.8	0.59	67.79	131.09	4.75	2.25	8.93	1.21
11.27	39.32	1.75	0.1	16.32	0.38	86.68	132.44	3.7	2.66	1.93	1.19
11.95	43.5	2.01	0.18	22.18	0.76	74.81	132.44	4.51	4.11	6.31	1.17
14.88	39.32	1.75	0.1	17.35	2.47	60.92	137.58	3.6	8.92	5.7	1.2
12.36	37.52	1.68	0.16	26.89	0.31	37.82	137.58	4.56	3.44	10.54	1.25
10.42	36.12	1.6	0.07	16.77	10.22	52.61	83.31	3.6	3.39	3.28	1.21
12.66	34.11	1.68	0.13	26.61	0.33	44.94	83.31	4.49	2.85	8.48	1.19
10.88	33.32	1.64	0.13	16.79	3.52	88.46	136.57	4	7.93	3.75	1.24
10.01	32.09	1.7	0.2	27.49	0.57	71.94	136.75	4.93	2.16	10.78	1.26
8.97	28.16	1.37	0.1	14.79	6.85	69.84	102.54	3.7	2.9	4.3	1.33
11.77	39.46	1.79	0.18	27.81	0.36	58.26	102.54	4.63	2.81	8.17	1.2
11.52	36.69	1.83	0.14	17.79	6.06	111.05	156.79	3.9	7.45	6.69	1.12
11.97	36.65	2.14	0.3	31.19	0.56	71.27	156.79	4.7	5.02	8.89	1.22
10.03	26.13	1.47	0.09	17.01	4.66	95.12	136.98	3.8	6.45	5.63	1.28
11.16	29.82	1.79	0.2	27.76	0.3	74.09	136.98	4.57	7.74	9.45	1.34
9.97	28.18	1.54	0.1	17.2	5.38	61.52	97.61	3.7	13.07	6.64	1.25
12.54	39.57	1.8	0.2	26.97	0.63	53.8	97.61	4.48	16.78	10.12	1.22
9.48	26.25	1.53	0.07	16.92	2.65	69.8	170.46	3.9	9.11	3.68	1.24
11.11	36.35	1.77	0.24	26.98	0.55	85.3	170.46	4.65	9.59	7.84	1.28
10.01	28.68	1.52	0.1	16.41	0.11	99.48	162.29	3.7	6.26	3.01	1.28
9.91	30.23	1.62	0.2	26.06	0.33	96.22	162.29	4.82	2.94	8.23	1.32
