-7.341952078	-0.2	-7.141952078	35.40999985	6	41000000	30000	2500	77.4507	4514.35	2890.94	0.640388982
1.412148628	2.62	-1.207851372	30.71999931	29	281000000	126000	4121	96.3796	13468.4	6641.13	0.493089751
-18.20246575	3.18	-21.38246575	21.20000076	71	19000000	18000	1500	77.1795	2793.99	2164.61	0.77473792
3.410204454	2.88	0.530204454	37.59000015	60	36000000	28000	2121	56.1203	3753.53	3052.9	0.813341042
2.372452382	2.76	-0.387547618	34.11000061	23	84000000	42000	3707	90.6009	5842.82	4576.22	0.783221116
2.928892856	2.68	0.248892856	29.32999992	13	12000000	14000	1500	90	2287	1670.19	0.730297333
-40.40362587	4.5	-44.90362587	13.93000031	67	148000000	74000	3535	60.8653	11358.5	4147.55	0.365149448
0.126936572	0.14	-0.013063428	48.63999939	373	33000000	28000	1707	148.473	4688.33	2240.5	0.477888715
-20.05868852	-0.24	-19.81868852	23.86000061	56	120000000	58000	4121	153.167	7822.41	4883.05	0.624238566
-24.25255602	4.2	-28.45255602	19.37999916	56	49000000	46000	1500	28.1981	7719.09	2020.6	0.261766607
1.001033868	1.08	-0.078966132	34.68000031	87	19000000	18000	1500	102.821	2793.99	2164.61	0.77473792
5.73099388	5.68	0.05099388	13.81000042	52	12000000	14000	1500	90	2287	1670.19	0.730297333
-14.05435165	0.14	-14.19435165	22.40999985	135	4772000000	1066000	12019	64.8667	57508.7	26413	0.45928703
-19.04115644	1.04	-20.08115644	20.48999977	30	24000000	20000	1500	90	3416.06	2236.33	0.65465185
1.181766916	1.6	-0.418233084	22.04999924	118	82000000	54000	2121	96.6502	6420.37	4065.41	0.63320494
2.268735632	1.7	0.568735632	48.77999878	706	28000000	24000	1707	157.045	3901.52	2284.41	0.585517952
-2.112915682	-1.8	-0.312915682	21.11000061	93	12000000	14000	1500	90	2287	1670.19	0.730297333
0.568871916	-0.02	0.588871916	19.72999954	293	24000000	22000	1500	90	4630.13	1649.94	0.356348526
5.432562592	5.84	-0.407437408	35.97999954	495	50000000	32000	2500	17.669	5312.01	2996.14	0.564031318
0.334278688	0.4	-0.065721312	55.63000107	113	18000000	18000	1500	0	3461.83	1655.07	0.478091067
-1.033775812	-1.6	0.566224188	53.27999878	66	16000000	16000	1500	90	2256.76	2256.76	1
-1.9075	-1.06	-0.8475	41.18000031	1701	15000000	16000	1500	135	2340.28	2040.21	0.8717803
-0.054440552	0.2	-0.254440552	29.54000092	1017	23000000	22000	1500	59.4668	3522.87	2078.17	0.589908228
-0.173402778	-0.24	0.066597222	24.44000053	153	15000000	16000	1500	90	2875.75	1660.31	0.577348518
-0.158161094	-0.34	0.181838906	42.52999878	528	18000000	18000	1500	113.109	2820.02	2031.75	0.720473614
-1.3526	-2.88	1.5274	12.98999977	371	20000000	20000	1500	163.881	3406.69	1868.74	0.548550059
-1.32025641	-1.78	0.45974359	82.44999695	668	18000000	18000	1500	0	3461.83	1655.07	0.478091067
1.800856102	1.92	-0.119143898	26.55999947	643	27000000	24000	1500	108.484	3891.51	2208.49	0.567514924
-15.58239024	-0.86	-14.72239024	21.19000053	37	15000000	16000	1500	90	2875.75	1660.31	0.577348518
1.800867648	1.12	0.680867648	8.760000229	379	15000000	16000	1500	90	2875.75	1660.31	0.577348518
1.685412262	1.4	0.285412262	11.01000023	899	23000000	20000	1500	83.8388	3348.92	2186.12	0.652783584
3.692772278	3.64	0.052772278	28.47999954	538	12000000	14000	1500	0	2287	1670.19	0.730297333
1.614710144	1.86	-0.245289856	27.27000046	794	14000000	16000	1500	135	2451.31	1817.94	0.741619787
4.275805716	3.88	0.395805716	37.06999969	128	80000000	56000	2500	122.949	9779.71	2603.84	0.266249204
-1.037780838	0.14	-1.177780838	13.22000027	719	39000000	26000	2500	111.788	3969.6	3127.29	0.787809855
-8.16027224	0.14	-8.30027224	21.20000076	56	55000000	36000	2500	99.3009	6146.67	2848.22	0.463376104
2.417522768	1.84	0.577522768	35.16999817	640	28000000	24000	1500	96.7075	4509.76	1976.31	0.438229529
1.844655172	0.46	1.384655172	8.93999958	344	60000000	40000	2500	107.1	6352.06	3006.68	0.473339358
1.711199096	0.58	1.131199096	28.87999916	621	21000000	22000	1500	104.517	4066.86	1643.65	0.404157015
-0.008084416	0.16	-0.168084416	69.66000366	1240	20000000	20000	1500	73.8811	3406.69	1868.74	0.548550059
2.179204546	1.84	0.339204546	23.53000069	1110	86000000	58000	2121	126.715	6392.64	4282.21	0.669865658
0.557413794	0.88	-0.322586206	18.92000008	47	15000000	16000	1500	0	2875.75	1660.31	0.577348518
1.048398692	1.02	0.028398692	64.33000183	562	12000000	14000	1500	0	2287	1670.19	0.730297333
3.152228164	2.88	0.272228164	29.06999969	653	12000000	14000	1500	0	2287	1670.19	0.730297333
4.087197364	4.24	-0.152802636	26.09000015	32	36000000	32000	1500	66.4013	5693.26	2012.76	0.353533828
1.459154704	1	0.459154704	29.38999939	6	33000000	24000	2500	57.158	3494.52	3005.91	0.860178222
-4.342403674	1.06	-5.402403674	33.31000137	9	12000000	14000	1500	90	2287	1670.19	0.730297333
-1.953720768	-1.5	-0.453720768	20.37000084	795	413000000	110000	7500	27.6551	14733.6	8922.57	0.605593338
-1.23893978	-1.4	0.16106022	61.88999939	1170	12000000	14000	1500	90	2287	1670.19	0.730297333
