1.412148628	30.71999931	29	281	28.47912863	126	4.121	96.3796	13.4684	6.64113	0.493089751	-1.903164796	18.96672553	2.12091159	0.471495372	-122.48272	48.77445038
3.410204454	37.59000015	60	36	27.72129555	28	2.121	56.1203	3.75353	3.0529	0.813341042	-1.498551447	13.99859623	1.316776179	0.759430506	-122.2362694	48.52762518
2.372452382	34.11000061	23	84	23.90488095	42	3.707	90.6009	5.84282	4.57622	0.783221116	-1.605769255	15.3594805	1.293048538	0.773366173	-122.0373006	48.51036861
2.928892856	29.32999992	13	12	30.51841897	14	1.5	90	2.287	1.67019	0.730297333	-1.173988417	10.61254321	1.140361622	0.876914814	-122.3249095	48.44058743
0.126936572	48.63999939	373	33	23.72358974	28	1.707	148.473	4.68833	2.2405	0.477888715	-1.429958128	13.41972438	1.375327864	0.727099353	-122.0454168	48.34271124
1.001033868	34.68000031	87	19	26.98478431	18	1.5	102.821	2.79399	2.16461	0.77473792	-1.259323611	11.42176634	1.165201097	0.858220956	-122.2981801	48.28571133
5.73099388	13.81000042	52	12	24.55269406	14	1.5	90	2.287	1.67019	0.730297333	-1.173988417	10.61254321	1.140361622	0.876914814	-123.163834	48.09101254
1.181766916	22.04999924	118	82	24.45609023	54	2.121	96.6502	6.42037	4.06541	0.63320494	-1.633825908	15.64103016	1.682643119	0.594303087	-122.4827715	48.02343022
2.268735632	48.77999878	706	28	30.70793103	24	1.707	157.045	3.90152	2.28441	0.585517952	-1.391408619	12.8752788	1.279786151	0.781380545	-117.343618	48.89689183
0.568871916	19.72999954	293	24	44.45003717	22	1.5	90	4.63013	1.64994	0.356348526	-1.532340107	13.75963678	1.267133113	0.78918307	-119.5161873	48.4130535
5.432562592	35.97999954	495	50	35.33886598	32	2.5	17.669	5.31201	2.99614	0.564031318	-1.517810876	14.42254258	1.276939015	0.783122755	-118.0634709	48.60162752
0.334278688	55.63000107	113	18	22.45672131	18	1.5	0	3.46183	1.65507	0.478091067	-1.311612001	11.92079366	1.197130327	0.835330939	-124.1268557	47.45945731
1.800856102	26.55999947	643	27	32.85136612	24	1.5	108.484	3.89151	2.20849	0.567514924	-1.593233018	14.29440665	1.303270425	0.767300463	-116.3954915	48.56950139
1.800867648	8.760000229	379	15	37.25788235	16	1.5	90	2.87575	1.66031	0.577348518	-0.821253078	8.381065488	1.165680505	0.857867997	-120.1427537	47.89535903
