1.412148628	281	126	4.121	96.3796	13.4684	6.64113	-1.903164796
3.410204454	36	28	2.121	56.1203	3.75353	3.0529	-1.498551447
2.372452382	84	42	3.707	90.6009	5.84282	4.57622	-1.605769255
2.928892856	12	14	1.5	90	2.287	1.67019	-1.173988417
0.126936572	33	28	1.707	148.473	4.68833	2.2405	-1.429958128
1.001033868	19	18	1.5	102.821	2.79399	2.16461	-1.259323611
5.73099388	12	14	1.5	90	2.287	1.67019	-1.173988417
1.181766916	82	54	2.121	96.6502	6.42037	4.06541	-1.633825908
2.268735632	28	24	1.707	157.045	3.90152	2.28441	-1.391408619
0.568871916	24	22	1.5	90	4.63013	1.64994	-1.532340107
5.432562592	50	32	2.5	17.669	5.31201	2.99614	-1.517810876
0.334278688	18	18	1.5	0	3.46183	1.65507	-1.311612001
1.800856102	27	24	1.5	108.484	3.89151	2.20849	-1.593233018
1.800867648	15	16	1.5	90	2.87575	1.66031	-0.821253078
1.685412262	23	20	1.5	83.8388	3.34892	2.18612	-1.399648166
3.692772278	12	14	1.5	0	2.287	1.67019	-1.148126283
1.614710144	14	16	1.5	135	2.45131	1.81794	-1.142994165
4.275805716	80	56	2.5	122.949	9.77971	2.60384	-1.655388226
2.417522768	28	24	1.5	96.7075	4.50976	1.97631	-1.394172928
1.844655172	60	40	2.5	107.1	6.35206	3.00668	-1.600812646
1.711199096	21	22	1.5	104.517	4.06686	1.64365	-1.29612293
2.179204546	86	58	2.121	126.715	6.39264	4.28221	-1.729724577
0.557413794	15	16	1.5	0	2.87575	1.66031	-1.152215233
1.048398692	12	14	1.5	0	2.287	1.67019	-1.062783654
3.152228164	12	14	1.5	0	2.287	1.67019	-1.113282753
4.087197364	36	32	1.5	66.4013	5.69326	2.01276	-1.486900606
1.459154704	33	24	2.5	57.158	3.49452	3.00591	-1.577716487
2.613715938	36	28	2.121	145.359	3.54695	3.2307	-1.570107818
2.060738916	29	24	1.707	39.8146	3.66352	2.51971	-1.46464752
1.098252818	12	14	1.5	90	2.287	1.67019	-1.113282753
2.30241453	130	72	3.121	120.424	10.343	4.00081	-1.632798324
0.24528064	15	16	1.5	135	2.34028	2.04021	-1.227372148
1.67219148	18	18	1.5	0	2.6921	2.12829	-1.318861831
0.815468312	27	22	2.121	97.1907	3.28699	2.61466	-1.484998598
0.989697548	15	16	1.5	135	2.34028	2.04021	-1.168093395
5.611245518	41	28	2.5	164.507	4.51019	2.8936	-1.514886377
5.147637434	15	16	1.5	45	2.34028	2.04021	-1.289351894
1.63394915	78	50	3.5	18.906	6.46841	3.83837	-1.68963076
0.573045312	21	20	1.5	4.44793	3.25291	2.05493	-1.463305417
1.015707502	37	32	1.707	135.957	5.18115	2.27314	-1.397775774
2.73589159	72	44	2.707	162.082	7.12839	3.21507	-1.498989387
1.554604754	59	46	1.707	169.971	6.6877	2.80818	-1.445528731
5.694733644	55	42	1.5	148.208	6.86417	2.5505	-1.402039572
0.083628036	62	40	2.5	128.82	6.35425	3.10583	-1.591106799
1.28082738	27	24	1.5	126.65	3.74481	2.29501	-1.528484132
2.89011579	834	256	7.777	174.255	27.3621	9.70213	-1.958978746
0.348454302	27	22	1.707	16.275	3.41887	2.5138	-1.433824331
0.934304348	80	42	3.5	1.36035	5.62179	4.52966	-1.65126032
2.39005291	49	32	2.5	98.932	5.46712	2.85291	-1.586711043
2.204036656	66	38	3.121	150.364	5.29272	3.96931	-1.658076138
1.621666666	117	74	2.5	90.5409	10.5952	3.515	-1.596386871
0.44211017	12	14	1.5	90	2.287	1.67019	-1.284677369
0.999417242	65	46	2.121	80.6715	6.89926	2.99889	-1.479462739
1.440495868	22	20	1.5	0	3.25592	2.15079	-1.422607017
0.852882352	12	14	1.5	0	2.287	1.67019	-1.173988417
1.257323324	37	30	1.707	78.7423	4.3199	2.72633	-1.506230857
0.180607502	12	14	1.5	90	2.287	1.67019	-1.1242709
1.031575358	35	32	1.5	45.8511	5.31458	2.09628	-1.414986659
5.404787538	39	28	2.5	86.7484	4.73179	2.62355	-1.424992173
3.550973184	12	14	1.5	0	2.287	1.67019	-1.113282753
3.115174418	72	44	3.121	99.8292	7.27954	3.14832	-1.569240048
0.217133334	74	40	3.121	4.37733	5.1114	4.60831	-1.746616695
1.948	12	14	1.5	90	2.287	1.67019	-1.062783654
0.595515438	12	14	1.5	90	2.287	1.67019	-1.173988417
0.841742858	110	54	4.5	94.0418	7.31585	4.78606	-1.740598415
1.777719298	15	16	1.5	0	2.87575	1.66031	-1.400040846
1.248053334	21	20	1.5	15.818	3.35837	1.9904	-1.276548347
