2.62	-1.207851372	30.71999931	29	281000000	126000	4121	96.3796	13468.4	6641.13	0.493089751	-1.903164796	28.47912863	-1943230	3141310
2.88	0.530204454	37.59000015	60	36000000	28000	2121	56.1203	3753.53	3052.9	0.813341042	-1.498551447	27.72129555	-1933320	3104870
2.76	-0.387547618	34.11000061	23	84000000	42000	3707	90.6009	5842.82	4576.22	0.783221116	-1.605769255	23.90488095	-1942310	3097460
2.68	0.248892856	29.32999992	13	12000000	14000	1500	90	2287	1670.19	0.730297333	-1.173988417	30.51841897	-1919550	3099010
0.14	-0.013063428	48.63999939	373	33000000	28000	1707	148.473	4688.33	2240.5	0.477888715	-1.429958128	23.72358974	-2033970	3086170
1.08	-0.078966132	34.68000031	87	19000000	18000	1500	102.821	2793.99	2164.61	0.77473792	-1.259323611	26.98478431	-1925120	3081400
5.68	0.05099388	13.81000042	52	12000000	14000	1500	90	2287	1670.19	0.730297333	-1.173988417	24.55269406	-1959550	3079010
1.6	-0.418233084	22.04999924	118	82000000	54000	2121	96.6502	6420.37	4065.41	0.63320494	-1.633825908	24.45609023	-1987450	3066860
1.7	0.568735632	48.77999878	706	28000000	24000	1707	157.045	3901.52	2284.41	0.585517952	-1.391408619	30.70793103	-1964870	3056260
-0.02	0.588871916	19.72999954	293	24000000	22000	1500	90	4630.13	1649.94	0.356348526	-1.532340107	44.45003717	-1984550	3051010
5.84	-0.407437408	35.97999954	495	50000000	32000	2500	17.669	5312.01	2996.14	0.564031318	-1.517810876	35.33886598	-1740330	3040110
0.4	-0.065721312	55.63000107	113	18000000	18000	1500	0	3461.83	1655.07	0.478091067	-1.311612001	22.45672131	-1630050	3034510
1.92	-0.119143898	26.55999947	643	27000000	24000	1500	108.484	3891.51	2208.49	0.567514924	-1.593233018	32.85136612	-2064100	3007950
1.12	0.680867648	8.760000229	379	15000000	16000	1500	90	2875.75	1660.31	0.577348518	-0.821253078	37.25788235	-2012550	3000510
1.4	0.285412262	11.01000023	899	23000000	20000	1500	83.8388	3348.92	2186.12	0.652783584	-1.399648166	30.69186047	-1612110	2996110
3.64	0.052772278	28.47999954	538	12000000	14000	1500	0	2287	1670.19	0.730297333	-1.148126283	35.17722772	-1800050	2996510
1.86	-0.245289856	27.27000046	794	14000000	16000	1500	135	2451.31	1817.94	0.741619787	-1.142994165	32.19833333	-1843050	2995010
3.88	0.395805716	37.06999969	128	80000000	56000	2500	122.949	9779.71	2603.84	0.266249204	-1.655388226	24.55254593	-1932370	2987630
1.84	0.577522768	35.16999817	640	28000000	24000	1500	96.7075	4509.76	1976.31	0.438229529	-1.394172928	30.37136612	-1826260	2983720
0.46	1.384655172	8.93999958	344	60000000	40000	2500	107.1	6352.06	3006.68	0.473339358	-1.600812646	34.73034483	-1452800	2973360
0.58	1.131199096	28.87999916	621	21000000	22000	1500	104.517	4066.86	1643.65	0.404157015	-1.29612293	32.55264706	-1925120	2973510
1.84	0.339204546	23.53000069	1110	86000000	58000	2121	126.715	6392.64	4282.21	0.669865658	-1.729724577	37.29079545	-2092560	2969890
0.88	-0.322586206	18.92000008	47	15000000	16000	1500	0	2875.75	1660.31	0.577348518	-1.152215233	25.54091954	-1529550	2974510
1.02	0.028398692	64.33000183	562	12000000	14000	1500	0	2287	1670.19	0.730297333	-1.062783654	21.97660131	-1846050	2973510
2.88	0.272228164	29.06999969	653	12000000	14000	1500	0	2287	1670.19	0.730297333	-1.113282753	34.11686275	-1677050	2971510
4.24	-0.152802636	26.09000015	32	36000000	32000	1500	66.4013	5693.26	2012.76	0.353533828	-1.486900606	27.72361345	-1648210	2966870
1	0.459154704	29.38999939	6	33000000	24000	2500	57.158	3494.52	3005.91	0.860178222	-1.577716487	25.30508772	-2081270	2968140
3.66	-1.046284062	29.31999969	761	36000000	28000	2121	145.359	3546.95	3230.7	0.91083889	-1.570107818	34.84559441	-1929020	2964700
1.94	0.120738916	28.67000008	791	29000000	24000	1707	39.8146	3663.52	2519.71	0.68778388	-1.46464752	36.86068966	-1451820	2962680
0.88	0.218252818	23.85000038	650	12000000	14000	1500	90	2287	1670.19	0.730297333	-1.113282753	40.11804348	-1436550	2959010
2.92	-0.61758547	34.81999969	1144	130000000	72000	3121	120.424	10343	4000.81	0.386813304	-1.632798324	42.64008547	-1822990	2947410
0.18	0.06528064	33.49000168	112	15000000	16000	1500	135	2340.28	2040.21	0.8717803	-1.227372148	25.14360825	-2119950	2955110
1.6	0.07219148	28.82999992	1039	18000000	18000	1500	0	2692.1	2128.29	0.790568701	-1.318861831	34.43268657	-1603550	2955170
1.02	-0.030302452	35.13999939	1033	15000000	16000	1500	135	2340.28	2040.21	0.8717803	-1.168093395	30.70008969	-1615150	2952910
5.44	0.171245518	39.84000015	937	41000000	28000	2500	164.507	4510.19	2893.6	0.641569424	-1.514886377	31.87258427	-1353370	2948630
5.9	-0.752362566	97.84999847	143	15000000	16000	1500	45	2340.28	2040.21	0.8717803	-1.289351894	25.13361257	-1909950	2948910
2	-0.36605085	21.17000008	107	78000000	50000	3500	18.906	6468.41	3838.37	0.593402397	-1.68963076	30.54099338	-2004580	2944620
0.92	-0.346954688	16.56999969	572	21000000	20000	1500	4.44793	3252.91	2054.93	0.631720521	-1.463305417	40.74849315	2116880	2947220
1.02	-0.004292498	20.06999969	211	37000000	32000	1707	135.957	5181.15	2273.14	0.438732714	-1.397775774	28.31506173	-1551170	2941480
3.18	-0.44410841	25.97999954	753	72000000	44000	2707	162.082	7128.39	3215.07	0.451023303	-1.498989387	35.47261905	-2043670	2940670
1.48	0.074604754	32.95999908	14	59000000	46000	1707	169.971	6687.7	2808.18	0.419902209	-1.445528731	24.85502488	-2021000	2941590
6.66	-0.965266356	16.37000084	53	55000000	42000	1500	148.208	6864.17	2550.5	0.371567138	-1.402039572	28.39539623	-1925110	2940110
-0.18	0.263628036	34.47000122	1059	62000000	40000	2500	128.82	6354.25	3105.83	0.48877995	-1.591106799	23.45027027	-1882430	2938100
